,ave_flot_air_flow,ave_flot_level,iron_feed,starch_flow,amina_flow,ore_pulp_flow,ore_pulp_pH,ore_pulp_density
879,0.6174148204658544,-0.8484634355740035,1.1027901590255704,1.6482212475946065,-1.2624881602490505,1.6535698030153518,0.09948107593571626,-0.6073942206317514
113,0.6023684685879999,-1.0164989312253696,-0.5840150126404664,-1.259189405026887,0.07958852243852516,-0.2765023723298039,-0.978529092277905,0.16633746356300763
382,-1.9619779254449612,-2.160294185845797,1.1027901590255704,-0.8425890200005317,-1.5998018597301473,-1.4203915601921102,-1.0752693077200786,-0.9076113730786644
581,-0.6909773325009684,0.21370916478083826,1.1027901590255704,-0.7725538704300696,-0.2332041859378305,0.5388100166070955,0.5982128825129591,-0.1437399877584153
529,0.6023768274321725,-0.6375223559609638,1.1027901590255704,-0.04052420892815552,-0.42078550926736685,0.5693835835844916,0.19073167448676304,-0.21027968090007687
1669,0.5962054063033356,-0.36091081731332697,-0.6913091893574904,0.9086554267170305,-1.3015354716906768,-0.5274892737854171,-0.02766841337550285,0.4926784842476973
1667,0.6351920643844623,-0.7310806374544717,-0.6913091893574904,0.9356357472586362,-0.34153009319467587,0.4466554184100449,1.851138965395307,0.9798747115886395
674,0.6171160638454117,1.649513522622741,1.1027901590255704,0.44063359583727096,-1.9998611232338694,-0.16080075241570127,-0.36556288371356854,-0.6281263316976188
22,0.6058696713553618,-1.111676248120214,-1.5813231798298037,-1.2986537292946658,1.494515178054219,-1.1093973146123055,-0.7011867541118154,1.9606603775109268
410,-1.9902295217110066,-0.8612099190390792,1.1027901590255704,0.19850799798236904,0.5553376050673151,0.9668075738957226,1.0635665712610753,0.9939531886486547
1679,0.6183626845722443,-0.37051677161420526,-1.0589236636830501,-0.18965577606479203,-0.2116109335430535,0.8867243861729146,0.6512204320367393,-0.4408130662159877
883,0.6467643076795413,-0.8706367187061034,1.1027901590255704,1.6848927957107447,1.6133358253769112,-0.21479181953889379,1.3271871075544817,1.786665556983804
1777,-0.6790707354387034,-1.1855353381514637,-0.05282089184472325,-0.06573471258214615,1.3909707000081089,1.403527113816937,-1.536670636599273,0.7828732721504805
591,0.6238119303875098,0.604810148666398,1.1027901590255704,-0.45500348131164386,-0.11892904358031176,-1.1175830779376166,0.022936541951243956,0.6092830569501769
140,0.6220649319539213,-0.6088919372674702,-1.065959347402173,-1.357657208687388,1.2194257226901428,1.0353180091966003,-0.9153521973568549,2.1977088027429
602,0.6106836450129636,1.5965870518633436,1.1027901590255704,0.4499653489126106,-1.1216781492059533,-1.4560747531693308,1.079308613386085,-1.9309778377111706
1663,0.6357522510625215,-0.8693360039425782,-2.5311404819149903,1.0001279353304033,1.2031518373868257,0.3430252089696548,0.3449642570611999,1.2799655645827444
95,0.6409935345993435,-0.3981421971322282,-0.40636399873193385,-1.4740728729664159,0.5808486194788286,0.01923423211497277,-1.083224062056135,1.1719156003053008
1123,0.6444312533863265,-0.7589991507490005,-0.9832900637021547,-1.7837944842813662,0.0034139106522656907,-0.026829526091629356,-2.316435019659486,-1.3002056777475977
1202,0.6205506840953348,0.6325669459319476,-0.1407669383340873,0.41723834730161763,0.6451052717065168,0.5729907593534975,-2.1432744232471013,-0.390329051302884
1410,0.6182228901092326,0.6320048905478377,-1.753697430948994,1.4497951161797986,0.23245986833958937,-0.37178491648089623,1.9125732374057844,1.0432625068810604
982,0.6138199409964581,1.0059662992261467,1.1027901590255704,-1.1113190422081662,-0.39797480956331643,0.7979243966806135,0.25767964720618447,-0.5499547942590838
11,0.627221041750901,-1.0440616618855276,-0.8812726497745053,-1.1104266058579815,-0.7993266625247863,-0.22289339384278603,-0.10259354398241942,-1.3631600870857596
667,0.6391253329251378,1.6344046210974215,1.1027901590255704,0.5516657675442282,-1.5538438506976904,1.3310351854057516,0.9203647506372481,0.32995672815587396
509,0.6249108301611545,-0.6189253175959105,1.1027901590255704,-2.5701455900194516,-1.2029473578570502,-1.9312440668368827,0.042856099637220986,-0.7046660354978602
210,-2.0134305025583923,-0.6228986579712453,-0.32545363596174254,-0.6744867700774341,-0.556305734064769,-1.395594655308761,0.7032407317265337,-0.9688710784756778
1263,0.6090849440045613,0.10320326247244607,-1.241851440380905,-0.2436633869511233,0.2282809242122681,0.525658396226343,-1.9588086213788392,-0.29166699669632534
972,0.6216363250127118,0.544966828887077,1.1027901590255704,-1.249320342205673,0.580122698723279,-1.4684764436505302,0.5593632573301067,-0.5508355373460506
317,-1.9670064908091844,-0.643349705594987,-0.9058975427915348,1.0548483960485533,-2.0346710918546362,-0.87611485555266,-0.2788069976728558,0.4459086160115544
469,0.6219091403925732,-0.6154862528239575,1.1027901590255704,0.3927429515428852,0.5198809662902761,0.3057553767403293,-0.3700902680697474,-0.5925870069058967
490,0.6332525242987243,-0.5992183355963344,1.1027901590255704,0.6624194550048118,0.7082171962041189,-0.06221540818881224,0.37335646451436294,-0.30484220484899816
1185,0.6128449827054817,-0.8696212318709409,-0.3096233475936389,-0.10377347455206132,-1.4757454877074885,0.5161761219690087,-0.498653981566486,-0.068518045505765
932,0.6142375949694545,1.4899695696111699,1.1027901590255704,1.2058521509104907,0.5032929200997132,-1.383322486398751,0.6457892510756831,-0.33741568890268203
1651,0.6178927157641242,-0.9225243726049062,-1.998187440189455,1.4589939803261105,1.2196674696021692,-0.9787230010204937,-0.276847807098253,0.8932511700593743
434,-1.9606605427786032,-0.6109153699194619,1.1027901590255704,0.15636059696820803,0.016909090306752573,-0.9798304104578994,0.84003196279823,0.07052759280565019
990,0.6168052013127154,0.7142775586981214,1.1027901590255704,1.1241855444599749,-0.7835888025475265,0.1659886488217007,0.8859247044692248,-1.7368924626307527
1246,0.5009240944405771,-0.8519553983715555,-0.9410759613872909,0.7396266151353801,1.0409082085132404,-0.7302941506038206,-1.5780143371476592,0.25225126922909713
368,-1.8618891252347416,-0.7698870981370929,1.1027901590255704,-0.6649624937453343,-0.35765853933958164,1.0495977624655444,-2.585269795857375,-0.4487721671324897
372,-1.965200259876326,-0.3404796973361861,1.1027901590255704,0.06836193435600392,-0.7420337494044825,-0.19781154150172053,-0.2877986630486637,-0.24612637161682324
165,0.6266187726159222,1.5475688111989256,0.35524876386596843,-0.6944870260797672,1.2642375589511896,1.7790632537432247,-1.2340796826414744,2.2142562664514642
62,0.6403628742177625,0.14523895020972075,-0.7528714219000755,-1.2818793273406572,-0.12566905629090938,-0.32023533098249407,-1.1819098392457599,1.2974060660152789
1383,0.6185153055375361,-0.8124855143946086,-0.6438183242531907,-0.9936982765389125,1.227302812912087,0.5225291550562793,-1.7819114859765366,0.5044444518572564
1145,0.5999308566835341,-0.8750030514885669,-0.561149040553245,-1.1786446075172596,-0.26377905013505226,0.06110855621488104,0.24831104207714572,0.1832604725472213
302,-1.9603431949357748,-2.1758013046481848,-0.9058975427915348,0.6607566842404655,-0.6384141717111214,-0.7898546453066404,-0.21093282479708253,0.7245318664997645
571,-0.6917401490913796,-0.5969017181326763,1.1027901590255704,-0.20069266117003084,-1.8238138646865794,-0.3929811216738253,-1.0360455432279796,-2.2757161061259095
1647,0.6533022208903534,-1.4506127783755718,-1.998187440189455,2.3858509494770423,-1.1639228270667454,1.1483193704844896,1.2367253007108872,-0.04241317807060741
1133,0.6085772162796097,-0.8709441538244563,-1.4388505845170847,-0.19104575943683558,1.3157548969361192,-0.20731842485704546,-1.1813560981323477,1.4202585497026001
1036,0.6169830429285532,-0.6251352075638795,-0.7757373939872368,1.7715607473939763,0.4079768658781882,1.6053377402303597,-0.11084346510890537,-0.16140402804549908
385,-1.96493868570069,-1.9429500476566173,1.1027901590255704,0.003132573015016792,-0.8258708389764917,0.42929628977608936,-0.7005385446897843,-0.7524916145831744
1453,0.6316850968969769,0.6344050414240295,-0.44857810104685647,0.17756880771212155,-0.5443530323128524,2.9460655660585817,0.8812559910426041,0.6844625268204227
333,-1.9622572261349633,-0.6307059407802389,1.1027901590255704,0.10517125952373253,0.173977261203533,1.5822237136000796,-0.9224961298265637,-0.7140177834782658
952,0.6079648588844374,0.6376582422737751,1.1027901590255704,-0.2004169025734465,-0.42472001676289484,-0.08924656018233315,-1.105539492873816,-2.1394535265537002
133,0.605214799149256,-0.5972967898647074,-0.7933266032851412,-1.7805437807385671,-0.2920982048369841,0.30324913433001055,-0.14007785940043144,-0.46447577166512943
1782,-0.6770945893801481,-1.1864933247219063,-0.05282089184472325,0.3785069038923266,1.123734789192754,0.4387416503852783,1.0269552475647044,0.44456174580433727
1797,-0.658835126623147,-0.8948349870527935,-0.05282089184472325,-1.0056288884543103,0.7934181922729671,-1.6229978372681826,1.346709935683478,0.20294698062089733
1033,0.601272307056415,-0.5635028252200112,-0.7757373939872368,1.043226707564767,-0.13311875429285122,-0.13929369545057935,0.446617197944563,1.3008139158529544
1587,0.6273641509279885,-1.0960653421140527,-0.174186435999974,0.19782966588648343,0.5618997076910989,1.4461895766802342,1.2664660152652176,0.03917850384258452
373,-1.950656015121284,0.8569851892684273,1.1027901590255704,0.093639024469404,-1.4063738992334223,0.6936336272246533,-1.3134603195437209,-1.2197442641677074
662,0.6395650369525886,1.6224565983960386,1.1027901590255704,-0.346778273875068,-1.52313476766288,0.06364070293987495,-0.9912851143866771,-2.601542987445133
69,0.6064330286294775,0.1295975751626112,0.3482130801467745,-1.2813391907798235,0.6343575644078167,-0.5001343178627965,-1.3079126401150787,1.2231565177799482
1291,0.6153951507703621,0.6250545113945394,-0.9129332265106987,0.3345876125108973,1.4286085436501992,0.15054320140781205,-0.8107335863498129,0.8294230032234745
614,0.6422124846695649,0.2988347634067826,1.1027901590255704,-0.5349620098459708,-0.0894618554982313,-0.2514946063275313,0.6967991505948888,-0.4089974995678743
542,0.6229379988167014,-0.608516660708532,1.1027901590255704,0.1372396541359948,0.9612100147806419,0.6990670571537764,0.2372556362199518,0.11815366346324443
1356,0.6407228809894908,-0.8669919671144994,-0.5066224917298252,0.5804637617993957,0.7257558326692193,-0.7991219137546158,0.47375424642756,0.23649066228856871
1107,0.6107487863503673,-0.589653773723241,-1.3913597194127876,0.48830279321227765,1.6541726079831538,-0.94184173350573,-0.48330344150312116,1.2344955261773438
1395,0.6343204387017085,-0.5618917088346,-1.241851440380905,-0.5913802828148952,-1.1448625195940025,0.8180423347904032,0.8164677206832887,-2.488233156960105
241,-1.972775102119347,-0.6081890700007625,-0.19529348715749964,1.0490875992125794,-0.0005752296053273471,0.41189830467008787,0.743077980135945,0.04508663576855217
684,0.6475393743002079,1.630712488622305,1.1027901590255704,0.25845255305616316,-1.4185959736872638,-1.1007841301005854,1.6696328593702598,-0.17865563914592594
908,0.6104343208676006,-0.8557979076238323,1.1027901590255704,0.9131783862118467,1.5066528450946712,0.10844869063624586,0.849470579025551,0.9696902813750468
1713,0.6151641296113989,-0.6758223978839328,-0.05282089184472325,0.3148264139539889,0.7071155647062473,-1.307183230531287,0.872704928845362,0.8469149185925269
46,0.5621285603519068,0.14573663662584133,-0.2955519801553522,-1.3076054371642842,-0.0727613335520795,0.28497364057610713,-0.12683456004752433,1.3690871528117274
1099,0.6093540123163328,-0.62520357576677,-1.2330568357319613,0.426970240483106,1.2654204527725317,3.584485340413777,0.5714524003906438,0.2130190825600864
421,-1.9874071147382808,-0.8039399603468445,1.1027901590255704,0.5793757878566401,0.1127099744478557,-2.1102946874230195,0.7206658406544696,0.2923988475074852
184,-1.9909561646826768,-0.5993857628377243,-0.7915676823553243,1.409567352987235,-0.6927905664422573,0.9003759598201461,1.2088627505532594,-1.1642887451292558
1415,-1.970156045648982,-0.10896703085170435,-1.753697430948994,1.720961600842057,0.13986969599924212,-0.6407235077608493,0.41535024144741844,-1.1747738351022532
422,-1.9679233695449403,-0.6184333770476115,1.1027901590255704,0.5611317520370309,0.1505426861616211,1.5025541266030975,-0.2187161919645174,0.2585539472333383
1018,0.6039324371576608,-0.8443556321881202,0.3921861033914565,-0.03891307803243104,-0.8182947848617745,-0.22675313667657856,-0.5671246489996687,-1.891863008940841
1710,0.615958219808483,0.7412211740732727,-0.05282089184472325,-0.776242831939218,-1.7228377492418194,-2.838778251300581,1.25423367617166,0.22463109060021452
247,-1.94011796261646,-0.6135281664226563,-0.19529348715749964,0.3866441800593217,0.7774493806923404,0.19632260089134962,-0.7773920609880732,1.4143995963246703
424,-1.9475643957187405,-0.60212476050051,1.1027901590255704,0.2285549401282812,0.4719533659432161,0.9536417061425051,-0.40094985332299177,0.8381700786022699
946,0.6379372241075397,1.4960135855903165,1.1027901590255704,0.3245553374602919,-0.41191142553935817,0.09439883815660671,-0.007213410809738388,-1.5135972654253733
766,-0.6735234893812979,1.6443577394845126,1.1027901590255704,-0.9074132692024248,-0.506785740687972,-0.8278303701007765,0.2556612739165024,-0.6708831672558659
1619,-1.9784562338016305,0.3857271812805707,0.30248113597228676,0.8758718322814555,1.2149953960181397,-1.1611929910967758,-0.0632883799200323,0.6254516223002585
1799,-0.6827947446388402,-1.1216657685553186,-0.05282089184472325,0.2698942608466718,1.1512340529523402,-0.6449329588378867,0.7708751866018175,0.5338766951425093
1430,0.6301381342516824,0.07884075518255872,-2.035124779714989,1.088329508065833,0.05113965402782273,-1.4809040384460073,-0.5137431468628777,0.16662806407390215
54,0.6027469224641474,0.1380271028806505,-0.17770427785959286,-1.13679190918941,0.13161264491344715,0.09052290512618359,-1.182591280602546,0.32106882329867464
1350,0.6226677775608805,-0.8567693959439924,-0.7915676823553243,0.6587547196143834,-0.3833559640809452,0.560653829658224,2.075693495538055,-0.12162305348859374
671,0.622596295031373,1.6310124381709976,1.1027901590255704,0.5677332569550186,-1.9138948502842041,1.5195214524834963,0.006550584418187068,-0.5191712585980783
1609,0.6678301803109497,1.7129070839053533,-1.6252962030744857,-0.6604637746045297,-2.242953461063209,2.5916578483680492,1.0189739823594075,-0.9315600348177987
286,-1.9545738630356035,-0.6322453897672404,-0.9058975427915348,-2.2868082104200718,-1.3291080500464767,-0.10707520451380466,-1.4590208607430861,-1.6363402376737877
1046,0.6084708571933501,-0.40772260346109773,-1.3385920915192284,1.14474790298471,-0.015679098955502686,-0.30607862320588825,-0.43488021869544147,-0.6490406269299649
1610,0.621534721820519,1.6844723793876926,-1.6252962030744857,0.4058782927230636,-1.9325577640670788,2.117128587137203,1.0765585774451618,-0.1260699735966211
757,-0.6444231821949634,1.6425629771234536,1.1027901590255704,-0.21790208947563633,-0.7144241949914669,0.6126826449718554,-0.24104917223085617,0.7961123608116709
167,0.6035410126612315,1.5059206786077055,0.35524876386596843,-1.267232733812863,0.7785118260698042,-1.11914381287551,0.19647687856074209,1.4590034216686238
383,-1.9515894674273566,-1.1225782066656018,1.1027901590255704,-0.9319968578053747,-2.0875903465898578,1.9362085385322956,-1.4021627008132072,-0.8751183240274168
